id,title,weightPerServing,dishTypes,calories,Saturated Fat/g,Sugar/g,Cholesterol/mg,Sodium/mg,Vitamin B3/mg,Selenium/?g,Phosphorus/mg,Iron/mg,Vitamin B2/mg,Calcium/mg,Vitamin B1/mg,Folate/?g,Potassium/mg,Copper/mg,Zinc/mg,Manganese/mg,Magnesium/mg,Vitamin B12/?g,Vitamin B5/mg,Vitamin B6/mg,Vitamin E/mg,Fiber/g,Vitamin A/IU,Vitamin D/?g,Vitamin K/?g,Vitamin C/mg,Alcohol/g,Caffeine/g,Fat,Carbon,Protein,ingredients
1096,Corn And Clam Chowder Sauce,200,"lunch,main course,main dish,dinner",621.53,16.76,10.13,235.35,375.64,7,73.98,603.77,3.94,0.29,111.44,0.45,109.32,1396.23,0.26,1.95,0.52,147.78,10.44,2.67,1.25,2.22,5.09,3754.9,0.47,11.17,108.52,3.09,0,30.57,44.27,42.33,"celery,dry white wine,fresh bay leaf,fresh corn kernels,heavy cream,littleneck clams,bell pepper,russet potatoes,shallots,striped bass,thyme,unsalted butter"
1097,Whole Fish With Mint,100,"lunch,main course,main dish,dinner",227.05,1.98,0.37,181.44,352.38,4.92,82.97,457.04,2.18,0.08,48.63,0.24,28.85,638.86,0.1,0.99,0.11,96.93,8.66,1.74,0.72,0.23,0.47,502.78,0,25.78,6.74,0,0,6.37,1.83,40.6,"fresh basil leaves,garlic,ginger,jalapeno pepper,kosher salt,lime juice,mint leaves,scallions,striped bass,vegetable oil"
1098,Seabass Ravioli from Ischia: Ravioli all' Ischitana,100,"lunch,main course,main dish,dinner",498.3,3.07,6.05,127.2,555.99,6.47,46.8,291.8,6.96,0.54,130.85,0.64,144.49,868.32,0.33,1.44,0.76,78.98,2.36,1.43,0.68,3.67,5.12,1225.09,0.44,20.5,27.62,0,0,18.38,61.65,21.57,"baking potato,canned whole tomatoes,carrot,eggs,flour,fresh thyme leaves,garlic,garlic cloves,marjoram,olive oil,olive oil,olive oil,onion,salt,sea bass"
1099,Chilean Sea Bass,100,"lunch,main course,main dish,dinner",405.58,8.15,7.79,132.61,1198.67,3.72,47.22,363.17,3.45,0.15,214.12,0.21,25.29,649.3,0.25,1.4,0.33,74.4,4.73,1.21,0.6,1.97,2.12,626.08,0,23.79,11.12,0,0,23.78,13.46,34.43,"canned tomatoes,chorizo,garlic,italian dressing,oregano leaves,parmesan cheese,sea bass,shredded mozzarella cheese"
1101,Roasted Branzino with Lemons,200,"lunch,main course,main dish,dinner",622.6,9.58,1.78,309.58,841.35,10.02,136.28,806.47,4.73,0.2,123.03,0.53,59.13,1380.94,0.22,2.32,0.29,168.13,13.28,3.16,1.28,0.63,4.37,760.97,0.23,34.12,48.43,3.09,0,32.8,12.67,69.18,"branzino,fennel,fennel bulb,fresh flat-leaf parsley,fresh thyme leaves,kosher salt,lemon zest,lemons,olive oil,pancetta,white wine"
1103,Fried Red Fish,100,"lunch,main course,main dish,dinner",427.11,1.38,0.17,180,738.98,8.25,99.17,516.04,4.98,0.36,60.42,0.7,121.33,675.18,0.18,1.4,0.59,110.94,8.6,1.93,0.74,0.37,2.23,352.26,0,3.81,0,0,0,7.51,44.24,45.64,"black pepper,canola oil,cornstarch,flour,ground cumin,masa harina,paprika,salt,sea bass"
1106,Rick's Seviche 101,141,side dish,290.4,2.05,3.95,45.36,488.59,2.47,22.88,207.47,1.57,0.1,81.31,0.13,49.76,558.91,0.28,1.25,0.14,84.16,2.27,1.25,0.39,2.78,4.62,693.58,0,19.5,30.35,0,0,14.77,28.94,13.74,"avocado,coarse salt,fresh cilantro,green olives,jalapenos,lime juice,olive oil,orange juice,striped bass,tomatoes,tortilla chips,white onion"
1108,Miso-roasted Fish On Cedar Plank,100,"lunch,main course,main dish,dinner",429.02,2.04,4.56,222.55,1069.73,7.84,127.72,766.49,2.87,0.23,71.97,0.34,34.77,1315.77,0.23,2.16,0.28,147.35,8.59,1.74,1.05,1.73,1.53,274.59,1.62,9.58,2.91,2.74,0,12.5,11.92,67.21,"canola oil,cod fillets,ginger,granulated sugar,Miso Soybean Paste,plum,sake,sea bass,sesame oil"
1109,Whole Roasted Mediterranean-style Fish,100,"lunch,main course,main dish,dinner",766.36,5.48,5.41,480,967.77,13.71,219.96,1231.75,6.27,0.27,129.17,0.68,99.93,1873.5,0.29,2.72,0.28,260.48,22.92,4.89,2.12,4.38,3.83,3245.75,0,13.82,127.27,0,0,31.84,11.57,108.38,"bell pepper,cherry tomatoes,garlic cloves,kalamata olives,kosher salt,lemon,olive oil,rosemary,striped bass,thyme"
1110,Lime Seviche,100,"lunch,main course,main dish,dinner",159.42,1.27,1.33,37.04,250.75,5.64,34.72,212.37,0.64,0.09,27.52,0.08,51.27,609.06,0.13,0.63,0.13,37.28,0.83,0.88,0.55,1.66,3.03,350.21,3.55,27.02,12.66,0,0,8.38,5.74,15.26,"avocado,cucumber,fresh cilantro leaves,fresh mint leaves,ginger,halibut,jalapeno pepper,lime juice,olive oil,salt and pepper,scallions"
1111,Peruvian Ceviche,100,"lunch,main course,main dish,dinner",232.33,0.96,4.28,136.08,432.43,4.31,62.64,388.34,2.04,0.11,52,0.26,47.67,725.07,0.14,0.98,0.21,91.97,6.5,1.8,0.65,0.28,2.06,5460.66,0,22.52,18.04,0,0,4.37,16.26,31.99,"butter lettuce leaves,cilantro leaves,cob corn,lime juice,red onion,salt,sea bass,sweet potato"
1112,Wild Striped Bass en Papillote,200,"lunch,main course,main dish,dinner",366.82,5.11,9.6,174.88,511.3,8.8,80.91,585.65,6.79,0.63,148.69,0.46,152.05,1592.8,0.58,2.42,0.92,182.21,7.62,3.19,1.25,3.34,6.42,7572.54,0.23,628.49,141.92,1.55,0,12.06,21.65,42.92,"asparagus,bell pepper,button mushrooms,corn kernels,dry white wine,garlic clove,kosher salt,lemon wedges,parsley leaves,shallots,striped bass,swiss chard,tarragon leaves,unsalted butter,zucchini"
1114,Poached Halibut With Eberhard,24,,250.18,2.38,8.48,90.98,870.68,12.2,78.41,449.94,1.53,0.15,55.26,0.16,88.58,1099.38,0.13,0.95,0.32,62.27,1.88,1.07,1.28,2.54,3.68,8860.98,8.05,21.9,100.79,0,0,5.54,15.51,33.27,"baby carrots,celery,halibut fillets,leek,onion,bell pepper,tarragon,unsalted butter,vegetable broth"
1116,Striped Bass Puttanesca with Seared Fingerling Potatoes,100,"lunch,main course,main dish,dinner",1124.29,7.21,56.37,137.88,2789.75,20.02,72.81,815.03,18.78,0.75,494.92,1.19,193.84,4506.31,2.48,4.52,2.65,347.36,6.52,5.04,2.81,21.5,26.63,2975.03,0,99.94,136.46,3.09,0,49.61,115.48,53.97,"anchovies,basil,canned tomatoes,capers,extra virgin olive oil,fingerling potatoes,garlic,garlic cloves,kosher salt,kosher salt,oil cured black olives,olive oil,olive oil,red pepper flakes,striped bass,sugar,white wine"
1117,Whole Striped Bass With Fennel And Tomato,122,"antipasti,starter,snack,appetizer,antipasto,hor d'oeuvre",24.78,0.14,0.2,14.4,209.37,0.45,6.65,40.6,0.27,0,0,0.02,5.11,86.27,0,0,0.03,9.44,0.69,0.16,0.07,0,0.3,139.82,0,12.44,3.34,0,0,0.81,0.88,3.37,"basil leaves,dry white wine,fennel bulb,flat leaf parsley leaves,garlic cloves,kosher salt,lemon,olive oil,sea bass,tomatoes"
1119,Pan Roasted Filet Mignon with Asparagus Sea Bass with Roasted Cauliflower Puree,100,"lunch,main course,main dish,dinner",348.52,21.47,20.55,186.97,861.43,7.72,61.4,550.25,7.48,0.55,116.51,0.5,175.62,1418.47,0.44,4.58,0.7,122.56,6.81,2.42,1.3,10.4,7.03,4154.29,0.21,105.15,152.66,6.18,0,5,32.73,43.15,"asparagus,balsamic vinegar,bell pepper,brown sugar,butter,butter,canola oil,canola oil,cauliflower,filet mignon,fresh thyme,fuji apple,garlic,ground pepper,leek,olive oil,olive oil,olive oil,salt,sea bass,vegetable stock,vegetable stock,white wine"
1120,Sea Bass with Marinated Vegetables,100,"lunch,main course,main dish,dinner",687.57,6.25,6.75,272.16,1101.39,8.56,125.22,752.61,4.4,0.23,121.04,0.45,90.07,1492.91,0.28,1.89,0.41,173.22,13,3.04,1.42,6.12,5.99,2338.39,0,31.32,122,0,0,40.65,16.98,63.45,"basil leaves,capers,celery rib,coarse sea salt,fennel bulb,fresh chives,garlic clove,green bell pepper,green olives,lemon,olive oil,olive oil,olives,onion,red bell pepper,saffron,sea salt,striped bass,thyme,tomato,zucchini"
1121,Roasted Snapper With Sweet And Sour Citrus Reduction,135,side dish,259.26,0.09,51.99,6.99,1157.34,0,8.47,62.11,1.2,0.02,41.59,0.02,0,176.05,0.06,0.28,0.13,23.13,0.57,0.15,0.08,0.19,1.68,527.68,1.93,0,3.45,0,0,0.9,55.71,4.4,"kumquats,orange zest,red wine vinegar,salt and pepper,snapper filets,sugar,vegetable stock,whole coriander seeds,citrus juices"
1122,Fish Tacos On The Grill,200,"lunch,main course,main dish,dinner",789.23,6.49,11.94,85.05,1056.75,12,93.67,547.71,5.12,0.39,156.64,0.64,258.86,1334.12,0.51,1.88,0.76,106.03,2.69,2.57,0.77,5.12,11.05,503.24,5.27,43.52,49.37,0,0,37.35,68.71,44.56,"avocados,cilantro,fish fillets,flour tortillas,green bell pepper,limes,olive oil,pico de gallo,salt and pepper,sweet onion"
1123,Saffron Sea Bass Bowl,100,"lunch,main course,main dish,dinner",363.02,2.92,6.96,141.22,156.13,5.21,65.28,420.21,3.11,0.18,81,0.26,69.8,855.13,0.13,1.34,0.72,106.47,6.64,1.71,0.93,3.28,2.89,2898.38,0,78.93,108.16,15.14,0,18.58,15.7,33.25,"anchovy,bay leaf,bell pepper,chicken broth,cilantro,clams,extra virgin olive oil,garlic,parsley,plum tomatoes,saffron,sea bass,shrimp,thyme,white wine,yellow onion"
1124,Almond Crusted Fish Fillets,200,"lunch,main course,main dish,dinner",691.69,9.03,1.89,201.5,611.58,7,87.6,693.25,4.22,0.61,164,0.41,63.59,930.21,0.56,2.46,1.2,220.95,8.68,1.98,0.75,14.06,6.1,437.83,0,6.3,0,0,0,45.85,18.28,51.48,"almonds,butter,flour,olive oil,salt,sea bass fillets"
1125,Oven-Steamed Red Snapper with Fennel and Curry,200,"lunch,main course,main dish,dinner",226.03,3.12,1.66,73.65,312.69,0.89,65.33,375.84,1.08,0.05,84.95,0.1,13.15,877.67,0.07,0.88,0.31,76.55,5.11,1.35,0.81,2.35,0.99,1156.71,17.42,3.18,4.7,15.14,0,6.83,5.7,35.44,"cayenne pepper,fennel,fennel seeds,kosher salt,leek,red snapper,unsalted butter,white wine"
1126,Bouillabaisse,100,"lunch,main course,main dish,dinner",572.06,4.03,2.17,453.37,992.98,8.99,178.24,935.59,6.07,0.2,171.15,0.46,69.07,1237.76,0.37,3.22,1.42,191.48,18.33,3.14,1.25,3.03,1.02,896.34,0,17.65,12.9,0,0,23.86,6.52,82.81,"bay leaf,fennel,fresh thyme,garlic,leeks,mussels,mussels,olive oil,onions,orange zest,orange zest,saffron threads,salt and pepper,sea bass,sea bass,shrimp,shrimp,tomatoes,water"
1127,The Secret Ingredient (pastis): Pastis-glazed Fish With Fennel,200,"lunch,main course,main dish,dinner",434.32,3.06,33.52,90.72,126.97,2.96,42.22,269.43,1.74,0.07,62.98,0.12,36.33,667.13,0.1,0.64,0.19,61.46,4.33,1.07,0.39,2.6,2.76,240.96,0,10.84,14.64,0,0,20.84,40.45,21.24,"dill,fennel,fennel,juice of lemon,olive oil,sea bass filets,sugar,water,pastis"
1128,Steak and Ale,100,"lunch,main course,main dish,dinner",767.19,31.37,1.8,209.35,362.52,12.98,60.25,387.26,4.61,0.72,41.51,0.27,32.61,783.06,0.29,11.88,0.11,62.23,3.84,0.56,1.02,0.8,0.98,875.48,0.78,10.46,2.79,4.61,0,59.15,10.81,47.9,"butter,butter,button mushrooms,dried parsley,dried thyme,flour,india pale ale,nutmeg,steaks,yellow onion"
1130,Catfish Pecan With Lemon-Thyme-Pecan Butter,125,side dish,435.3,16.67,3.28,107.43,456.03,1.49,16.18,160.26,1.79,0.2,76.7,0.27,37.08,267.11,0.28,1.28,0.95,42.42,1.06,0.68,0.17,1.18,3.08,1031.53,0.96,3.11,16.48,0,0,38.81,16.4,9.17,"butter,creole seasoning,egg,flour,kosher salt,lemons,milk,pecan,sea bass fillets,thyme,thyme sprigs,worcestershire sauce"
1131,Steamed Thai Fish,96,side dish,60.61,0.24,2.34,16.67,142.47,2,15.87,85.56,2.74,0.1,75.15,0.08,23.06,354.64,0.13,0.41,0.59,47.77,0.53,0.18,0.1,0.25,0.75,326.32,1.03,73.94,28.52,0,0,0.92,5.9,8.07,"Spice Rub,coriander,fish fillets,ground ginger,bbq sauce,soy sauce,tomato puree"
1132,What?? your sodium style,200,"lunch,main course,main dish,dinner",408.41,1.21,3.31,28.35,883.89,6.03,35.8,211.21,4.68,0.13,47.67,0.52,219.08,419.15,0.3,1.47,1.02,51.43,0.9,1.36,0.37,1.17,4.3,1235.23,1.76,131.93,35.15,3.09,0,6.89,68.53,18.07,"crushed red pepper,dry white wine,fresh parsley,garlic,lemon zest,olive oil,onion,peas,roasted red peppers,saffron threads,short grain rice,tilapia,vegetable broth"
1133,Whole Roast Fish With Salmoriglio,80,side dish,689.37,9.64,4.61,0.5,211.53,0.93,2.38,67.44,6.24,0.13,222.88,0.1,65.55,433.53,0.18,0.74,0.79,53.73,0,0.4,0.34,11.46,7.68,1771.8,0,337.03,73.01,0,0,68.92,22.24,3.52,"bay leaves,extra virgin olive oil,fish,fresh thyme leaves,garlic,garlic,lemon,lemon juice,lemon zest,olive oil,oregano,oregano leaves,parsley leaves,red onion,salt and pepper"
1134,Coconut-guajillo Poached Seafood Taco With Yucatan Salsa,100,"lunch,main course,main dish,dinner",438.28,12.95,7.93,62.37,492.18,10.74,46.81,393.17,2.54,0.52,66.37,0.34,68.46,1026.25,0.56,1.72,0.68,87.38,3.61,2.59,1.17,1.29,6.43,423.15,0,9.2,13.24,0,0,25.36,25.95,26.56,"avocado,bay leaf,canned coconut milk,coarse salt,corn tortillas,garlic,guajillo chile,lemon zest,lime,orange zest,salmon,salsa,serrano chile,sugar"
1136,Grilled Fish,200,"lunch,main course,main dish,dinner",116.99,0.86,0.09,27.97,447.54,0.32,29.05,153.47,0.56,0,35.44,0.04,5.26,339.36,0.03,0.32,0.05,27.08,2.27,0.58,0.32,1.72,0.46,310,7.71,7.13,1.62,0,0,5.67,0.81,15.68,"chili powder,cilantro,coarse salt,ground cumin,lime wedges,olive oil,oregano,red snapper"
1137,Cheddar Beer Soup,143,soup,541.06,23.08,7.3,112.8,1064.72,2.74,20.08,538.9,2,0.54,680.06,0.19,62.51,475.96,0.16,3.08,0.29,50.93,1.15,0.88,0.27,0.98,1.59,5080.15,1.67,23.77,5.88,2.21,0,37.93,20.69,26.47,"ale,black pepper,carrots,celery,cheddar,cooked bacon,dry mustard,flour,garlic,leeks,low sodium chicken broth,salt,turkish bay leaf,unsalted butter,whole milk,worcestershire sauce"
1138,Grilled Fish and "Chips,200,"lunch,main course,main dish,dinner",483.22,4.07,1.77,143.84,938.93,5.41,63.05,438.78,2.98,0.12,51.82,0.31,46.31,1165.84,0.26,1.23,0.29,109.37,6.52,1.82,1.02,1.68,3.99,258.84,0,55.26,36.67,0,0,25.14,30.34,33.9,"capers,fingerling potatoes,flat-leaf parsley,kosher salt,lemon juice,lemon wedges,lemon zest,mayonnaise,olive oil,striped bass"
1140,Scallop Salad With Sweet Vanilla Chili Dressing,79,salad,64.07,1.08,6.31,4.85,107.75,0,0.9,42.86,0,0.07,48.53,0.02,0,101.16,0,0.19,0,5.84,0.16,0.12,0.03,0.34,0.26,103.58,0.53,1.71,2.66,0,0,3.23,7.45,1.49,"chili sauce,cilantro,lime juice,napa cabbage,olive oil,salad greens,dry milk,sesame oil,sugar,tomato ketchup,vanilla pod,water"
1141,Fish Stew,100,"lunch,main course,main dish,dinner",499.56,3.84,16.02,94.5,651.61,7.31,47.93,430.45,7.96,0.37,172.41,0.39,100.38,1599.87,0.62,2.14,1.06,150.89,5.75,2.11,1.29,9.23,9.63,7258.04,0,100.16,213,21.63,0,26.08,37.52,28.69,"bay leaf,canned tomatoes,cumin,fresh dill,fresh flat leaf parsley,garlic,little neck clams,olive oil,onion,paprika,red bell pepper,saffron threads,salt and pepper,sea bass,water,white wine,yellow bell pepper"
1142,Fish Baked In Salt,200,"lunch,main course,main dish,dinner",722.99,2.99,14.04,146.67,363.34,5.21,73.25,406.26,4.35,0.41,476.79,0.38,60.77,1036.88,0.37,1.58,0.04,125.92,7.02,2.48,1.13,2.84,35.37,343.6,0,8.43,430.37,0,0,24.63,53.55,71.78,"bay leaves,egg whites,extra-virgin olive oil,fresh thyme,lemon zest,sea bass,sea bream"
1143,Chinese Steamed Fish With Scallions,100,"lunch,main course,main dish,dinner",536.28,4.74,1.09,272.73,2249.44,8.76,124.83,730.37,4.02,0.17,71.88,0.37,49.08,1014.72,0.18,1.61,0.27,155.77,13.07,2.72,1.11,0.4,0.83,485.64,0,40.12,3.56,0,0,29.08,3.95,64.69,"ginger,light soy sauce,rabbit parts,scallions,sea bass,sesame oil"
1144,"Blue Fish With Tomato, Garlic And Onions",60,"antipasti,starter,snack,appetizer,antipasto,hor d'oeuvre",56.8,0.97,1.22,5.58,192.9,0,2.53,27.63,0,0.04,28.47,0.02,0,48.82,0.03,0,0,6.04,0.26,0.12,0.03,0.73,0.37,62.12,0.25,3.05,0,0,0,4.96,1.81,1.62,"canned tomatoes,capers,garlic,kalamata olives,milk,olive oil,sea bass,yellow onion"
1145,Seafood Stew,37,"antipasti,starter,snack,appetizer,antipasto,hor d'oeuvre",102.84,1.23,1.25,77.71,323.42,1.8,22.21,130.72,1.48,0.07,48.77,0.09,14.93,248.21,0.13,0.96,0.49,26.16,2.24,0.38,0.15,0.62,0.74,95.84,0,1.42,5.24,0,0,4.6,3.56,11.43,"canned tomatoes,chicken stock,sausage links,fennel bulbs,mussels,olive oil,orange peel,sea bass fillets,shrimp,yellow onion"
1146,Seafood Stew,100,"lunch,main course,main dish,dinner",300.69,1.89,1.54,62.94,411.54,4.41,65.76,450.05,1.44,0.11,99.07,0.11,32.63,1266.69,0.24,1.06,0.2,72.21,5.34,1.46,0.78,2.89,2.4,637.78,17.35,8,16.21,0,0,10.93,9.68,40.9,"coarse salt,crusty bread,fennel bulb,garlic clove,low sodium chicken broth,olive oil,olive oil,red snapper fillets,red snapper fillets,tomato"
1147,Sicilian Fisherman Stew,100,"lunch,main course,main dish,dinner",555.02,3.57,6.78,151.2,1402.39,18.27,129.64,722.14,3.96,0.38,168.11,0.28,128.21,1995.05,0.61,1.96,0.54,131.99,5.1,1.98,1.12,3.71,4.3,984.59,9.37,23.42,77.38,4.12,0,16.86,29.73,71.09,"dry white wine,extra virgin olive oil,fish fillets,fish stock,garlic cloves,new potatoes,onion,salt and pepper,spicy peppers,tomatoes"
1148,Braised Hoisin Beer Short Ribs With Rosemary White-bean Pur?e,200,"lunch,main course,main dish,dinner",1160.87,24.12,23.98,148.58,2083.87,14.66,40.82,672.72,12.67,0.65,229.82,0.36,81.84,1369.42,0.49,13.31,0.97,143.05,8.46,1.64,1.42,4.68,15.66,549.16,0,19.8,32.33,5.38,0,61.59,79.46,72.18,"ale,beef short ribs,cannellini beans,creamy peanut butter,dry white wine,garlic cloves,ginger,hoisin sauce,low sodium chicken broth,olive oil,rice wine vinegar,rosemary,salt and pepper,snow peas,vegetable oil"
1149,Ginger Steamed Fish With Troy S Hana Style Sauce Recipe,100,"lunch,main course,main dish,dinner",272.49,2.18,0.42,113.4,454.75,3.71,54.83,343.17,2.49,0.08,97.78,0.21,23.69,461.61,0.34,1.19,0.33,86.19,5.41,1.15,0.57,0.93,1.13,168.53,0,12.34,2.72,0,0,15.81,5.25,27.3,"canola oil,fresh ginger,garlic,low sodium soy sauce,scallions,sesame oil,sesame seeds,striped bass"
1150,Grilled Fish With Pesto Sauce,200,"lunch,main course,main dish,dinner",860.38,8.91,3.96,167.88,1012.87,8.77,155.15,1094.48,3.64,0.41,464.68,0.37,43.45,1780.8,0.42,4.01,1.66,195.15,3.46,1,1.04,5.27,2.64,783.46,3.21,23.02,7.6,15.39,0,37.3,50.2,80.97,"basil,cod fish filets,club soda,cream-style corn,food dye,food dye,lemon,olive oil,parmesan,pesto sauce,pine nuts,salt,spaghetti,wine,kids,kitchen & tabletop"
1151,Emerils Fish Provencal,200,"lunch,main course,main dish,dinner",354.57,2.9,9.84,136.08,336.73,4.79,62.91,439.05,2.74,0.25,84.98,0.3,84.89,1115.5,0.23,1.46,0.48,114.13,6.5,1.77,0.95,2.54,3.42,932.56,0,22.51,43.22,0,0,18.25,14.12,33.46,"anise seed,coarse salt,italian seasoning,lemon zest,olive oil,red pepper flakes,striped bass,sweet onion,tomato,zucchini"
1152,French in a Flash: Chilean Sea Bass with Bouillabaisse Broth,200,"lunch,main course,main dish,dinner",674.33,8.49,7.09,88.21,2236.3,5.72,31.67,242.94,4.81,0.29,185.36,0.3,113.63,816.55,0.5,1.76,1.46,60.85,3.29,0.78,0.36,4.29,4.61,641.4,0,99.75,40.41,3.09,0,52.25,32.09,18.93,"baguette,bay leaf,canned tomatoes,fennel bulb,fish stock,garlic,juice of lemon,mayonnaise,mussels,olive oil,onion,roasted red pepper,saffron,salt and pepper,chilean sea bass,shrimps,white wine"
1153,Grilling Whole Fish,155,side dish,211.22,2.93,3.22,0.5,197.83,0.78,0,22.16,0.55,0.07,0,0.04,35.12,168.34,0,0.2,0.09,10.3,0,0.25,0.22,4.2,1.73,2357.12,0,16.31,97.79,0,0,21.26,4.94,1,"fish,lemon,olive oil,olive oil,bell pepper,salt,thyme sprigs"
1155,Grilled Fish Sandwich With Cabbage Slaw,100,"lunch,main course,main dish,dinner",511.44,13.88,5.57,140.41,637.54,6.15,73.59,413.78,3.64,0.21,189.15,0.49,104.41,639.74,0.14,1.28,0.46,90.98,6.51,1.73,0.66,1.1,3.4,234.17,0,74.22,26.71,0,0,27.52,30.04,35.9,"caraway seed,celery stalk,coarse salt,green cabbage,mayonnaise,red onion,red wine vinegar,striped bass,vegetable oil,white sandwich bread"
1156,Stilton Cheese Puffs,61,"antipasti,starter,snack,appetizer,antipasto,hor d'oeuvre",28.98,1.18,0.03,15.02,52.81,0,1.86,19.41,0,0.03,17.81,0,5.47,0,0,0,0,0,0.06,0.1,0,0,0,64.11,0,0,0,0,0,1.99,1.39,1.17,"ale,eggs,flour,salt,stilton cheese,unsalted butter"
1157,Fish Fumet,200,"lunch,main course,main dish,dinner",261,0.86,6.95,62.9,330.59,1.5,65.46,401.59,1.43,0.11,99.99,0.16,61.74,1079.08,0.14,1.14,0.36,88.54,5.1,1.66,1.04,3.45,2.69,2870.93,17.34,72.39,107.5,15.14,0,6.6,13.94,36.46,"bay leaf,corn oil,fennel,leek,onion,parsley,red snapper,sea salt,water,bell pepper,white wine"
1158,Ginger-steamed Fish With Troy's Hana-style Sauce,60,"antipasti,starter,snack,appetizer,antipasto,hor d'oeuvre",83.27,0.66,0.13,34.52,136.94,1.15,16.87,104.65,0.75,0.03,29.43,0.06,7.35,141.5,0.1,0.36,0.1,26.13,1.64,0.35,0.17,0.28,0.34,50.56,0,3.72,0,0,0,4.76,1.57,8.39,"canola oil,fish,fresh ginger,garlic,low sodium soy sauce,scallions,sesame oil,sesame seeds,striped bass"
1160,Grilled Halibut Salad Ni?oise,62,salad,396.64,3.69,7.57,153.73,521.85,4.05,37.56,324.59,3.58,0.32,95.3,0.32,104.13,1154.38,0.29,1.35,0.51,94.59,3.17,1.57,0.65,3.5,5.64,2337.06,0.55,98.82,39.52,0,0,22.27,29.48,21.52,"boston lettuce,dijon mustard,fresh parsley,garlic,grape tomatoes,green beans,ground pepper,hard-boiled eggs,juice of lemon,kalamata olives,olive oil,olive oil,orange juice,red potatoes,red wine vinegar,salt,salt,striped bass"
1161,Fish And Chips,100,"lunch,main course,main dish,dinner",347.74,1.47,1.91,73.94,410.15,5.04,58,456.49,2.13,0.19,68.2,0.27,33.51,1256.45,0.2,1.6,0.33,97.71,1.59,0.74,0.9,2.21,2.86,150.96,1.53,7,8.9,0,0,9.22,31.44,34.75,"coarse salt,cod fillets,lemon wedges,low fat buttermilk,malt vinegar,olive oil,paprika,pepper,russet potatoes,yellow cornmeal"
1162,"Fish With Olives, Pine Nuts, Basil And Wine",31,"antipasti,starter,snack,appetizer,antipasto,hor d'oeuvre",26.01,0.31,0.07,0.06,224.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.4,0,0,0,3.1,0,0.24,0,2.56,0.38,0.21,"basil leaves,dry white wine,fish,garlic,kosher salt,olive oil,olives,pine nuts"
1163,Salt-baked Striped Bass with Herb Lemon Chile Sauce (Branzino Sotto Sale con Salmoriglio),200,"lunch,main course,main dish,dinner",457.76,4.36,1.68,180,132647.62,5.09,89.57,466.81,4.53,0.25,171.72,0.25,37.14,779.03,0.23,1.41,0.57,110.63,8.62,1.86,0.8,3.86,1.82,517.11,0,55.13,33.06,0,0,28.44,6.12,44.33,"egg whites,flat-leaf parsley,flat-leaf parsley,fresh thyme,garlic clove,garlic cloves,kosher salt,kosher salt,lemon,lemon juice,olive oil,olive oil,oregano,oregano,red chiles,striped bass"
1164,Mediterranean Fish Fillets,35,"antipasti,starter,snack,appetizer,antipasto,hor d'oeuvre",31.07,0.12,0.74,13.61,69.62,0.52,15.26,29.92,0.43,0.02,0,0.02,8.29,84.24,0.05,0,0.04,7.26,0.09,0,0.04,0.6,0.39,54.72,0,1.23,1.47,0,0,1.01,1.4,4.01,"basil leaves,canned tomatoes,garlic powder,kalamata olive,olive oil,onion,orange roughy,thyme leaves,white wine"
1165,Summer Ceviche,200,"lunch,main course,main dish,dinner",491.64,3.88,1.99,170.1,373.51,13.51,142.61,597.6,2.53,0.24,65.17,0.17,91.69,1140.44,0.32,1.24,0.15,98.62,5.38,1.87,0.62,3.63,2.64,133.79,10.55,16.56,29.48,0,0,19.48,10.02,69.06,"fish,fish,fresh cilantro,fresh cilantro,jalapeno pepper,limes,olive oil,purple onion,salt and pepper"
1166,Marinated Fish Skewers,100,"lunch,main course,main dish,dinner",296.2,2.89,0.51,85.05,671.6,6.75,71.4,296.78,1.44,0.12,25.73,0.08,44.76,562.45,0.14,0.64,0.12,49.79,2.69,0.88,0.32,2.87,0.4,361.46,5.27,12.36,7.15,0,0,16.6,2.23,34.47,"cayenne pepper,cilantro,cumin,extra virgin olive oil,fish,fresh cilantro,garlic cloves,lemon juice,lemon wedges,paprika,salt,turmeric"
